comparison,gse_1,gse_2,cui_tfidf_cosine,shared_cui_count,shared_idf_sum,shared_cuis,title_1,title_2,title_1_full,title_2_full,summary_1,summary_2,summary_1_norm,summary_2_norm,same_summary,same_cui_set,pmid_1,pmid_2,shared_pmid,same_pmid,subseries_1,subseries_2,shared_subseries,same_subseries,superseries_1,superseries_2,shared_superseries,same_superseries,affiliation_1,affiliation_2,shared_affiliation,same_affiliation,BioProject_1,BioProject_2,shared_BioProject,same_BioProject,SRA_1,SRA_2,shared_SRA,same_SRA,same_source_prediction,same_source_confidence,title_1_norm,title_2_norm,text_1_norm,text_2_norm,title_damerau_sim,summary_damerau_sim,text_damerau_sim,title_text_tfidf_cosine,summary_text_tfidf_cosine,text_tfidf_cosine,near_same_title,near_same_summary,near_same_text,cui_high,text_tfidf_high,edit_high,similarity_pattern
within_human,GSE102798,GSE69842,0.4882835677968019,9,40.56147464915686,"['C0543419', 'C1280500', 'C1285529', 'C1301751', 'C1368999', 'C1995603', 'C2348382', 'C3858632', 'C5236396']",RNA-seq Analysis of the effect of Tfcp2l1 knockdown on Human ESC maintenace,Illumina Total RNA-seq in HeLa,RNA-seq Analysis of the effect of Tfcp2l1 knockdown on Human ESC maintenace,Illumina Total RNA-seq in HeLa,Purpose:The goal of this study is to analyze the candidate genes motified byTfcp2l1 knockdown to regulated the human embryonic stem cell (ESC) fate through RNA-seq approach.,Purpose: Examine the effect of the long non-coding RNA PARROT on the transcriptome in HeLa cells.,purpose:the goal of this study is to analyze the candidate genes motified bytfcp2l1 knockdown to regulated the human embryonic stem cell (esc) fate through rna-seq approach.,purpose: examine the effect of the long non-coding rna parrot on the transcriptome in hela cells.,False,False,,27129154,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA399113'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA286901'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP115805'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP059448'],[],False,False,Unknown,rna-seq analysis of the effect of tfcp2l1 knockdown on human esc maintenace,illumina total rna-seq in hela,rna-seq analysis of the effect of tfcp2l1 knockdown on human esc maintenace purpose:the goal of this study is to analyze the candidate genes motified bytfcp2l1 knockdown to regulated the human embryonic stem cell (esc) fate through rna-seq approach.,illumina total rna-seq in hela purpose: examine the effect of the long non-coding rna parrot on the transcriptome in hela cells.,0.19999999999999996,0.2832369942196532,0.26104417670682734,0.03212914718474707,0.016910422120081602,0.03458472032605168,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
human_mouse,GSE121425,GSE73803,0.48764588095629147,13,49.01881623202143,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1301751', 'C1368999', 'C1428785', 'C1517486', 'C1531135', 'C2348382', 'C2698855']",LSD1 pharmacological inhibition in SET-2 containing wild type and mutant LSD1 [RNA-Seq],Effect of LSD1 depletion on gene expression in oocytes,LSD1 pharmacological inhibition in SET-2 containing wild type and mutant LSD1 [RNA-Seq],Effect of LSD1 depletion on gene expression in oocytes,We characterized the effect of GSK-LSD1 treatment on gene expression for both wt SET-2 and drug-resistant SET-2 LSD1 (Leu659_Asn660insArg),The objective of the experiment is to compare the transcriptomes of LSD1 knockout (KO) and control oocytes,we characterized the effect of gsk-lsd1 treatment on gene expression for both wt set-2 and drug-resistant set-2 lsd1 (leu659_asn660insarg),the objective of the experiment is to compare the transcriptomes of lsd1 knockout (ko) and control oocytes,False,False,30992567,26584620; 26626423,[],False,['GSE121426'],,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA497303'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA297946'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP166023'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP064569'],[],False,False,Unknown,lsd1 pharmacological inhibition in set-2 containing wild type and mutant lsd1 [rna-seq],effect of lsd1 depletion on gene expression in oocytes,lsd1 pharmacological inhibition in set-2 containing wild type and mutant lsd1 [rna-seq] we characterized the effect of gsk-lsd1 treatment on gene expression for both wt set-2 and drug-resistant set-2 lsd1 (leu659_asn660insarg),effect of lsd1 depletion on gene expression in oocytes the objective of the experiment is to compare the transcriptomes of lsd1 knockout (ko) and control oocytes,0.2068965517241379,0.23188405797101452,0.23451327433628322,0.11415353335532723,0.07512883827466685,0.17191412592083333,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE60065,GSE76312,0.48760769406781557,8,50.861040804949596,"['C0023473', 'C0023474', 'C0038250', 'C0153888', 'C0279543', 'C1292771', 'C1513400', 'C1704864']","Chronic Myeloid Leukemia (CML), induced pluripotent stem cell (iPSC)-derived lin-CD34+CD45+ (iCD34) cell population",Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,"Chronic Myeloid Leukemia (CML), induced pluripotent stem cell (iPSC)-derived lin-CD34+CD45+ (iCD34) cell population",Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,Analysis of lin-CD34+CD45+ (iCD34+) cell population from two normal bone marrow-derived (BM1K and BM9) iPSCs  and two CML (CML15 and CML17) iPSCs . CML iCD34+ cells have characteristics similar to primary CML leukemia stem cell in patients. Results provide insight into molecular profile characterized CML iCD34 and mechanism of its maintenance and drug resistance.,"Single-cell whole transcriptome analysis of  chronic myeloid leukemia stem cells, defined as Lin-CD34+CD38-.",analysis of lin-cd34+cd45+ (icd34+) cell population from two normal bone marrow-derived (bm1k and bm9) ipscs and two cml (cml15 and cml17) ipscs . cml icd34+ cells have characteristics similar to primary cml leukemia stem cell in patients. results provide insight into molecular profile characterized cml icd34 and mechanism of its maintenance and drug resistance.,"single-cell whole transcriptome analysis of chronic myeloid leukemia stem cells, defined as lin-cd34+cd38-.",False,False,26561938,28504724,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA257403'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA306878'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP045234'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP067759'],[],False,False,Unknown,"chronic myeloid leukemia (cml), induced pluripotent stem cell (ipsc)-derived lin-cd34+cd45+ (icd34) cell population",single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,"chronic myeloid leukemia (cml), induced pluripotent stem cell (ipsc)-derived lin-cd34+cd45+ (icd34) cell population analysis of lin-cd34+cd45+ (icd34+) cell population from two normal bone marrow-derived (bm1k and bm9) ipscs and two cml (cml15 and cml17) ipscs . cml icd34+ cells have characteristics similar to primary cml leukemia stem cell in patients. results provide insight into molecular profile characterized cml icd34 and mechanism of its maintenance and drug resistance.","single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia single-cell whole transcriptome analysis of chronic myeloid leukemia stem cells, defined as lin-cd34+cd38-.",0.18260869565217386,0.21153846153846156,0.23124999999999996,0.17771342242519497,0.11045072623508712,0.17589136921837467,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
human_mouse,GSE85854,GSE99735,0.4874681996493614,4,15.926275119050402,"['C1883559', 'C2700323', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Comparing single cell sequences between WT vs. Spp1-/- BM multi-potent progenitor cells (MPP) cells,Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,Comparing single cell sequences between WT vs. Spp1-/- BM multi-potent progenitor cells (MPP) cells,We have used RNA-seq to explore alternative splicing events in WT and P-KO H9 cells,WT vs. Spp1-/- MPPs showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,we have used rna-seq to explore alternative splicing events in wt and p-ko h9 cells,wt vs. spp1-/- mpps showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,False,False,27871485,28671690,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA339550'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA389453'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP082415'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP108738'],[],False,False,Unknown,transcriptome analysis of alternative splicing events in wt and p-ko h9 cells,comparing single cell sequences between wt vs. spp1-/- bm multi-potent progenitor cells (mpp) cells,transcriptome analysis of alternative splicing events in wt and p-ko h9 cells we have used rna-seq to explore alternative splicing events in wt and p-ko h9 cells,comparing single cell sequences between wt vs. spp1-/- bm multi-potent progenitor cells (mpp) cells wt vs. spp1-/- mpps showed distict patterns in tgene transcription profiles when analyzed with single cell sequencing,0.2727272727272727,0.2649572649572649,0.2764976958525346,0.03641044865461021,0.0154977763399908,0.026407542505713488,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE41476,GSE70513,0.4874414215480235,5,34.55375039167656,"['C0024623', 'C0345804', 'C0699791', 'C1333763', 'C1880929']",RNA-seq for gastric cancer and normal tissues/cells,"Latency expression of the Epstein-Barr virus-encoded MHC class I TAP inhibitor, BNLF2a in EBV-positive gastric carcinomas",RNA-seq for gastric cancer and normal tissues/cells,"Latency expression of the Epstein-Barr virus-encoded MHC class I TAP inhibitor, BNLF2a in EBV-positive gastric carcinomas",We performed RNA-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,RNA Sequencing performed on EBV positive gastric cancer biopsies and cells lines to study expression of EBV specific genes.,we performed rna-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,rna sequencing performed on ebv positive gastric cancer biopsies and cells lines to study expression of ebv specific genes.,False,False,23846333,26178981,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA178120'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA288939'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP016059'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP060348'],[],False,False,Unknown,rna-seq for gastric cancer and normal tissues/cells,"latency expression of the epstein-barr virus-encoded mhc class i tap inhibitor, bnlf2a in ebv-positive gastric carcinomas",rna-seq for gastric cancer and normal tissues/cells we performed rna-seq experiments to identify differentially expressed intergenic transcripts between gastric cancer and normal tissues/cells.,"latency expression of the epstein-barr virus-encoded mhc class i tap inhibitor, bnlf2a in ebv-positive gastric carcinomas rna sequencing performed on ebv positive gastric cancer biopsies and cells lines to study expression of ebv specific genes.",0.20661157024793386,0.23404255319148937,0.23673469387755097,0.04316826340831556,0.10952569120489769,0.10096082484413674,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE55113,GSE58498,0.48731970692814724,27,79.16389729837566,"['C0017262', 'C0017263', 'C0025914', 'C0025929', 'C0026809', 'C0185117', 'C0205409', 'C0750927', 'C1160700', 'C1511726', 'C1517486', 'C1546437', 'C1548221', 'C1764827', 'C1883559', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4331207', 'C4527431', 'C4699379', 'C4706387', 'C4760607', 'C5444688', 'C5555096']",Expression data from dexamethasone treated mouse embryonic hypothalamic progenitor/stem cells isolated from wild type C57Bl/6 male or female mice,Expression data of wild type and C-DGCR8 KO cones at different timepoints [RNA-seq],Expression data from dexamethasone treated mouse embryonic hypothalamic progenitor/stem cells isolated from wild type C57Bl/6 male or female mice,Expression data of wild type and C-DGCR8 KO cones at different timepoints [RNA-seq],We used RNA-Seq to detail the global program of sexually dimorphic dexamethasone regulated gene expression in embryonic hypothalamic neural progenitor/stem cells.,We have analyzed gene expression in cone photoreceptors isolated from wild type and C-DGCR8 (DiGeorge Syndrome Critical Region Gene 8) KO mice at five different time points to get a mechanistic inside into the altered molecular pathways after microRNAs depletion.,we used rna-seq to detail the global program of sexually dimorphic dexamethasone regulated gene expression in embryonic hypothalamic neural progenitor/stem cells.,we have analyzed gene expression in cone photoreceptors isolated from wild type and c-dgcr8 (digeorge syndrome critical region gene 8) ko mice at five different time points to get a mechanistic inside into the altered molecular pathways after micrornas depletion.,False,False,26606517,25002228,[],False,,['GSE58501'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA304926'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA253146'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP067022'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP043436'],[],False,False,Unknown,expression data from dexamethasone treated mouse embryonic hypothalamic progenitor/stem cells isolated from wild type c57bl/6 male or female mice,expression data of wild type and c-dgcr8 ko cones at different timepoints [rna-seq],expression data from dexamethasone treated mouse embryonic hypothalamic progenitor/stem cells isolated from wild type c57bl/6 male or female mice we used rna-seq to detail the global program of sexually dimorphic dexamethasone regulated gene expression in embryonic hypothalamic neural progenitor/stem cells.,expression data of wild type and c-dgcr8 ko cones at different timepoints [rna-seq] we have analyzed gene expression in cone photoreceptors isolated from wild type and c-dgcr8 (digeorge syndrome critical region gene 8) ko mice at five different time points to get a mechanistic inside into the altered molecular pathways after micrornas depletion.,0.29655172413793107,0.26996197718631176,0.27953890489913547,0.10787186014160574,0.013125072358186425,0.06682477925396221,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE84651,GSE93085,0.4861051591514578,5,38.27439532863218,"['C0225698', 'C0391892', 'C1440080', 'C2329816', 'C2339454']",Schistosoma-pulmonary hypertension sorted macrophage gene expression,Alveolar Macrophages Prevent Lethal Influenza Pneumonia By Inhibiting Infection Of Type-1 Alveolar Epithelial Cells,Schistosoma-pulmonary hypertension sorted macrophage gene expression,Alveolar Macrophages Prevent Lethal Influenza Pneumonia By Inhibiting Infection Of Type-1 Alveolar Epithelial Cells,Alveolar and tissue macrophages were sorted from Schistosoma-exposed and unexposed mice.,Examine differences in Type-1 alveolar epithelial cells with and without alveolar macrophages during influenza infection,alveolar and tissue macrophages were sorted from schistosoma-exposed and unexposed mice.,examine differences in type-1 alveolar epithelial cells with and without alveolar macrophages during influenza infection,False,False,28555642,28085958,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA330737'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA359930'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP079047'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP095953'],[],False,False,Unknown,schistosoma-pulmonary hypertension sorted macrophage gene expression,alveolar macrophages prevent lethal influenza pneumonia by inhibiting infection of type-1 alveolar epithelial cells,schistosoma-pulmonary hypertension sorted macrophage gene expression alveolar and tissue macrophages were sorted from schistosoma-exposed and unexposed mice.,alveolar macrophages prevent lethal influenza pneumonia by inhibiting infection of type-1 alveolar epithelial cells examine differences in type-1 alveolar epithelial cells with and without alveolar macrophages during influenza infection,0.19999999999999996,0.23333333333333328,0.23728813559322037,0.0,0.11411707668094585,0.08400259640042393,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE61505,GSE68846,0.48601923656592444,7,40.58846581021922,"['C0016427', 'C0038250', 'C0178668', 'C0221971', 'C0859920', 'C1820245', 'C4086963']",RNA-Seq in hair follicle stem cell lineage,RNA sequencing of ILK-deficient hair follicle bulge stem cells,RNA-Seq in hair follicle stem cell lineage,RNA sequencing of ILK-deficient hair follicle bulge stem cells,"We performed RNA_Seq on purified hair follicle stem cells (HFSCs)and their direct progenty, transit amplifying cells (TACs) using temorally and spatially regulated Cre lines.","We sequenced mRNA from FACS purified hair follicle bulge stem cells from 21 d old control and ILK-deficient mice, 3 biological replicates each","we performed rna_seq on purified hair follicle stem cells (hfscs)and their direct progenty, transit amplifying cells (tacs) using temorally and spatially regulated cre lines.","we sequenced mrna from facs purified hair follicle bulge stem cells from 21 d old control and ilk-deficient mice, 3 biological replicates each",False,False,25312496,26349061,[],False,['GSE61506'],,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA261327'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283862'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP047241'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP058313'],[],False,False,Unknown,rna-seq in hair follicle stem cell lineage,rna sequencing of ilk-deficient hair follicle bulge stem cells,"rna-seq in hair follicle stem cell lineage we performed rna_seq on purified hair follicle stem cells (hfscs)and their direct progenty, transit amplifying cells (tacs) using temorally and spatially regulated cre lines.","rna sequencing of ilk-deficient hair follicle bulge stem cells we sequenced mrna from facs purified hair follicle bulge stem cells from 21 d old control and ilk-deficient mice, 3 biological replicates each",0.4193548387096774,0.37356321839080464,0.3317972350230415,0.31279342860476106,0.16011716811181137,0.24535322664557266,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE78973,GSE92629,0.48567112000206303,13,47.764723450410386,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C1707455', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C3178810']",Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes,Transcriptome of new Dicer_KO mouse embryonic stem cells generated by paired CRISPR/Cas9 approach,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes,Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study was to obtain the trasncriptome of Dicer_KO mESCs to compare it with the transcriptome of WT mESCs (deposit separately).,Next-generation sequencing (NGS) has revolutionized systems-based analysis of gene expression. The goals of this study are to compare the different transcripts between control or Nap1l1 knockdown,purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of dicer_ko mescs to compare it with the transcriptome of wt mescs (deposit separately).,next-generation sequencing (ngs) has revolutionized systems-based analysis of gene expression. the goals of this study are to compare the different transcripts between control or nap1l1 knockdown,False,False,28174687,,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA314529'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA358215'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP071259'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP095417'],[],False,False,Unknown,transcriptome of new dicer_ko mouse embryonic stem cells generated by paired crispr/cas9 approach,next generation sequencing facilitates quantitative analysis of piscor (control) and nap1l1-shrna expressed neural stem cell transcriptomes,transcriptome of new dicer_ko mouse embryonic stem cells generated by paired crispr/cas9 approach purpose: next-generation sequencing (ngs) has revolutionized systems-based analysis of cellular pathways. the goals of this study was to obtain the trasncriptome of dicer_ko mescs to compare it with the transcriptome of wt mescs (deposit separately).,next generation sequencing facilitates quantitative analysis of piscor (control) and nap1l1-shrna expressed neural stem cell transcriptomes next-generation sequencing (ngs) has revolutionized systems-based analysis of gene expression. the goals of this study are to compare the different transcripts between control or nap1l1 knockdown,0.2302158273381295,0.544,0.3793103448275862,0.020836305778033786,0.30609804612692193,0.1696315017923166,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE106336,GSE79669,0.48520872625625144,5,30.4898452875588,"['C0030297', 'C0235974', 'C0346647', 'C0346976', 'C4520964']",Transcriptional changes in pancreatic cancer cells associated with gemcitabine resistance,RNA sequencing of human pancreatic cancer cell lines,Transcriptional changes in pancreatic cancer cells associated with gemcitabine resistance,RNA sequencing of human pancreatic cancer cell lines,The goal of this study was to determine the transcriptional changes in pancreatic cancer cells after treatment with gemcitabine.,RNA-seq profiling was conducted on human pancreatic cancer cell lines,the goal of this study was to determine the transcriptional changes in pancreatic cancer cells after treatment with gemcitabine.,rna-seq profiling was conducted on human pancreatic cancer cell lines,False,False,29170413,27282075,[],False,,['GSE79670'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416329'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA316672'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP122941'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP072493'],[],False,False,Unknown,transcriptional changes in pancreatic cancer cells associated with gemcitabine resistance,rna sequencing of human pancreatic cancer cell lines,transcriptional changes in pancreatic cancer cells associated with gemcitabine resistance the goal of this study was to determine the transcriptional changes in pancreatic cancer cells after treatment with gemcitabine.,rna sequencing of human pancreatic cancer cell lines rna-seq profiling was conducted on human pancreatic cancer cell lines,0.3707865168539326,0.3359375,0.3669724770642202,0.18116037714784075,0.1542000882724884,0.21299290543106777,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
human_mouse,GSE94853,GSE59269,0.48457742553249494,10,47.901508376587714,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1412697', 'C1517486', 'C1845055', 'C2699992', 'C4318632', 'C5202941']","RNA-seq of H9-hESC derived human neural stem cells with combinations of mutant IDH1-R132H overexpression, P53 shRNA knockdown and/or ATRX shRNA knockdown",Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells,"RNA-seq of H9-hESC derived human neural stem cells with combinations of mutant IDH1-R132H overexpression, P53 shRNA knockdown and/or ATRX shRNA knockdown",Transcriptome analysis of WT and ATRX KO Cast x 129 mouse ES cells,"RNA-seq was performed to assess gene expression alterations by the addition of serial oncogenic hits (mutant-IDH1, P53 knockdown and ATRX knockdown) in human neural stem cells.",Analysis of gene expression in WT and ATRX KO Cast x 129 Mouse ES cells,"rna-seq was performed to assess gene expression alterations by the addition of serial oncogenic hits (mutant-idh1, p53 knockdown and atrx knockdown) in human neural stem cells.",analysis of gene expression in wt and atrx ko cast x 129 mouse es cells,False,False,29091765,25865896,[],False,['GSE94962'],['GSE59271'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA374790'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA254838'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP099826'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP044194'],[],False,False,Unknown,"rna-seq of h9-hesc derived human neural stem cells with combinations of mutant idh1-r132h overexpression, p53 shrna knockdown and/or atrx shrna knockdown",transcriptome analysis of wt and atrx ko cast x 129 mouse es cells,"rna-seq of h9-hesc derived human neural stem cells with combinations of mutant idh1-r132h overexpression, p53 shrna knockdown and/or atrx shrna knockdown rna-seq was performed to assess gene expression alterations by the addition of serial oncogenic hits (mutant-idh1, p53 knockdown and atrx knockdown) in human neural stem cells.",transcriptome analysis of wt and atrx ko cast x 129 mouse es cells analysis of gene expression in wt and atrx ko cast x 129 mouse es cells,0.20261437908496727,0.2897727272727273,0.25757575757575757,0.048046669748818625,0.06558221551915622,0.06608106828773613,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_human,GSE55296,GSE65446,0.48399815122162176,13,69.1754284101358,"['C0007193', 'C0018823', 'C0018833', 'C0025360', 'C0030705', 'C0040732', 'C0086418', 'C0878544', 'C1449563', 'C1550655', 'C1705908', 'C4318409', 'C5679590']",RNA-seq analysis of human heart failure,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and cardiac-specific Bmi1 deletion [human],RNA-seq analysis of human heart failure,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and cardiac-specific Bmi1 deletion [human],The goal of this study is to compare the transcriptome of heart failure patients (with ischemic or dilated cardiomyopathy) undergoing heart transplantation compared with healthy controls.,"To explore the primary cause of Dilated Cardiomyopathy in heart samples from DCM-diagnosed patients who had undergone heart transplant (hDCM), we set out to identify differentially expressed genes by massively parallel sequencing of heart samples.",the goal of this study is to compare the transcriptome of heart failure patients (with ischemic or dilated cardiomyopathy) undergoing heart transplantation compared with healthy controls.,"to explore the primary cause of dilated cardiomyopathy in heart samples from dcm-diagnosed patients who had undergone heart transplant (hdcm), we set out to identify differentially expressed genes by massively parallel sequencing of heart samples.",False,False,24599027; 25137373; 25884818; 31009519; 29667349; 27041589; 26710323; 28934278; 29320567; 27936202; 27481317; 31554869; 34829621; 35052814; 35453616; 38297310; 39273537,25751743,[],False,,['GSE65447'],[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA239241'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA274028'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP038887'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP052978'],[],False,False,Unknown,rna-seq analysis of human heart failure,next generation sequencing facilitates quantitative analysis of wild type and cardiac-specific bmi1 deletion [human],rna-seq analysis of human heart failure the goal of this study is to compare the transcriptome of heart failure patients (with ischemic or dilated cardiomyopathy) undergoing heart transplantation compared with healthy controls.,"next generation sequencing facilitates quantitative analysis of wild type and cardiac-specific bmi1 deletion [human] to explore the primary cause of dilated cardiomyopathy in heart samples from dcm-diagnosed patients who had undergone heart transplant (hdcm), we set out to identify differentially expressed genes by massively parallel sequencing of heart samples.",0.22413793103448276,0.2753036437246964,0.29670329670329665,0.033694353340190636,0.18764517246567233,0.1724548817612848,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
within_mouse,GSE63166,GSE88709,0.48398950226506454,12,56.264431079718726,"['C0025914', 'C0025929', 'C0026809', 'C0205409', 'C0750927', 'C1414028', 'C1548221', 'C1764827', 'C2985242', 'C2985243', 'C4706387', 'C5203872']",Small RNA and transcriptome profiling of mice deficient in either germline Dgcr8 or Dicer,Mouse neural stem cells heterozyous or null for Dgcr8,Small RNA and transcriptome profiling of mice deficient in either germline Dgcr8 or Dicer,Mouse neural stem cells heterozyous or null for Dgcr8,We used Illumina Small RNA and RNA-Seq kits to prepare both small RNA and RNA-Seq libraries from total RNA isolated from either leptotenze/zygotene or pachytene spermatocytes purified from either Dgcr8 or Dicer germline conditional knockout mice.,We isolated and characterized mouse neural stem cells that are heterozygous or null for Dgcr8 from E13.5 embryonic brain;,we used illumina small rna and rna-seq kits to prepare both small rna and rna-seq libraries from total rna isolated from either leptotenze/zygotene or pachytene spermatocytes purified from either dgcr8 or dicer germline conditional knockout mice.,we isolated and characterized mouse neural stem cells that are heterozygous or null for dgcr8 from e13.5 embryonic brain;,False,False,25934699,27762676,[],False,,,[],False,,,[],False,,,[],False,['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA266844'],['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA348336'],[],False,['https://www.ncbi.nlm.nih.gov/sra?term=SRP049679'],['https://www.ncbi.nlm.nih.gov/sra?term=SRP091509'],[],False,False,Unknown,small rna and transcriptome profiling of mice deficient in either germline dgcr8 or dicer,mouse neural stem cells heterozyous or null for dgcr8,small rna and transcriptome profiling of mice deficient in either germline dgcr8 or dicer we used illumina small rna and rna-seq kits to prepare both small rna and rna-seq libraries from total rna isolated from either leptotenze/zygotene or pachytene spermatocytes purified from either dgcr8 or dicer germline conditional knockout mice.,mouse neural stem cells heterozyous or null for dgcr8 we isolated and characterized mouse neural stem cells that are heterozygous or null for dgcr8 from e13.5 embryonic brain;,0.2471910112359551,0.2682926829268293,0.26488095238095233,0.08906766181729997,0.04335906811963487,0.08115148985372828,False,False,False,True,False,False,high_cui_low_text_potential_cui_specific
